Date,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Adj Close,GOOGL_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Adj Close,AMZN_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Adj Close,MSFT_Volume,META_Open,META_High,META_Low,META_Close,META_Adj Close,META_Volume,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Adj Close,NVDA_Volume
2020-01-01,67.42050170898438,75.02899932861328,67.32450103759766,71.63899993896484,71.14828491210938,673594000,93.75,102.78600311279297,90.76699829101562,100.43599700927734,100.43599700927734,1693966000,158.77999877929688,174.0500030517578,156.50999450683594,170.22999572753906,161.9327392578125,558530000,206.75,224.1999969482422,201.05999755859375,201.91000366210938,200.67291259765625,347314600,5.96875,6.487500190734863,5.781750202178955,5.910749912261963,5.884791374206543,6125412000
2020-02-01,73.0824966430664,76.53700256347656,63.410499572753906,66.9625015258789,66.50381469726562,830656000,100.52999877929688,109.29750061035156,90.55650329589844,94.1875,94.1875,1850202000,170.42999267578125,190.6999969482422,152.0,162.00999450683594,154.11338806152344,887522300,203.44000244140625,218.77000427246094,181.82000732421875,192.47000122070312,191.29075622558594,317547300,5.892499923706055,7.9079999923706055,5.886250019073486,6.7517499923706055,6.722099304199219,11848652000
2020-03-01,67.56950378417969,70.40950012207031,50.44350051879883,58.09749984741211,57.69953918457031,1570716000,95.32450103759766,99.81649780273438,81.30149841308594,97.48600006103516,97.48600006103516,3276182000,165.30999755859375,175.0,132.52000427246094,157.7100067138672,150.43272399902344,1612695500,194.02999877929688,197.24000549316406,137.10000610351562,166.8000030517578,165.77804565429688,649467700,6.922500133514404,7.122250080108643,4.517000198364258,6.590000152587891,6.564983367919922,15773952000
2020-04-01,56.20000076293945,68.00749969482422,53.75400161743164,67.33499908447266,66.87376403808594,1124224000,96.64849853515625,123.75,94.4574966430664,123.69999694824219,123.69999694824219,2492196000,153.0,180.39999389648438,150.36000061035156,179.2100067138672,170.94070434570312,984705000,161.6199951171875,209.69000244140625,150.8300018310547,204.7100067138672,203.45578002929688,541334600,6.391250133514404,7.605000019073486,5.959750175476074,7.307000160217285,7.279261589050293,11278304000
2020-05-01,66.20449829101562,72.25550079345703,64.80049896240234,71.6760025024414,71.18502807617188,725130000,116.83999633789062,126.27249908447266,112.81900024414062,122.11849975585938,122.11849975585938,1651688000,175.8000030517578,187.50999450683594,173.8000030517578,183.25,174.79421997070312,688845000,201.60000610351562,240.89999389648438,198.75999450683594,225.08999633789062,223.71087646484375,509476500,7.108749866485596,9.181750297546387,7.020999908447266,8.875499725341797,8.841806411743164,12548876000
2020-06-01,71.28500366210938,73.78949737548828,67.5824966430664,70.90249633789062,70.41683197021484,814160000,122.4000015258789,139.8000030517578,121.85649871826172,137.9409942626953,137.9409942626953,1756366000,182.5399932861328,204.39999389648438,181.35000610351562,203.50999450683594,194.66001892089844,764965400,224.58999633789062,245.19000244140625,207.11000061035156,227.07000732421875,225.67877197265625,548043800,8.833250045776367,9.642499923706055,8.657999992370605,9.497750282287598,9.461694717407227,9719464000
2020-07-01,70.95850372314453,79.35250091552734,70.70899963378906,74.39749908447266,73.88789367675781,822998000,137.89950561523438,167.21449279785156,137.6999969482422,158.23399353027344,158.23399353027344,2550040000,203.13999938964844,216.3800048828125,197.50999450683594,205.00999450683594,196.09475708007812,770190800,228.5,255.85000610351562,226.89999389648438,253.6699981689453,252.1157684326172,517599700,9.520750045776367,10.79224967956543,9.413000106811523,10.614749908447266,10.579280853271484,8094452000
2020-08-01,74.55000305175781,82.6395034790039,73.20149993896484,81.47650146484375,80.91840362548828,614564000,159.02549743652344,174.75,153.64999389648438,172.54800415039062,172.54800415039062,1670332000,211.52000427246094,231.14999389648438,203.13999938964844,225.52999877929688,215.72239685058594,692423900,252.64999389648438,304.6700134277344,247.42999267578125,293.20001220703125,291.4035949707031,574239100,10.732500076293945,13.574999809265137,10.715250015258789,13.374500274658203,13.329812049865723,9672544000
2020-09-01,81.60800170898438,86.30500030517578,70.10749816894531,73.27999877929688,72.77803802490234,836634000,174.47900390625,177.6125030517578,143.5500030517578,157.43649291992188,157.43649291992188,2317986000,225.50999450683594,232.86000061035156,196.25,210.3300018310547,201.66973876953125,768176300,294.7099914550781,303.6000061035156,244.1300048828125,261.8999938964844,260.29534912109375,499115300,13.479999542236328,14.726750373840332,11.70425033569336,13.530500411987305,13.4852876663208,15856552000
2020-10-01,74.18299865722656,84.06600189208984,71.6614990234375,80.80549621582031,80.25199127197266,854920000,160.39999389648438,174.81199645996094,150.9499969482422,151.8074951171875,151.8074951171875,2324522000,213.49000549316406,225.2100067138672,199.6199951171875,202.47000122070312,194.13339233398438,631618000,265.3500061035156,285.239990234375,254.82000732421875,263.1099853515625,261.4979248046875,454101600,13.758000373840332,14.34850025177002,12.300000190734863,12.534000396728516,12.495855331420898,8022356000
